epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,2689.91,1.23199,1.08975,1.23656,0.85986,0.96419,0.96721,0.59946,1.37875,0.92636,1.28991,0.000563446,0.000563446,0.000563446
29,2788.87,1.20195,1.04844,1.22856,0.90858,0.91348,0.9775,0.64387,1.23501,0.92186,1.21541,0.000555833,0.000555833,0.000555833
30,2893.07,1.20961,0.99444,1.21357,0.9586,0.95833,0.98984,0.64122,1.25952,0.8404,1.22215,0.00054822,0.00054822,0.00054822
31,2992.55,1.21268,0.99879,1.21857,0.97092,0.96333,0.98672,0.65827,1.19975,0.83499,1.20904,0.000540607,0.000540607,0.000540607
32,3100.07,1.21646,0.97882,1.23646,0.97264,0.96847,0.98293,0.63754,1.22719,0.86102,1.22114,0.000532994,0.000532994,0.000532994
33,3201.38,1.21715,0.92918,1.20937,0.9543,0.9729,0.9838,0.64097,1.22778,0.82954,1.24185,0.000525381,0.000525381,0.000525381
34,3295.26,1.21242,0.94871,1.22656,0.9645,0.9476,0.98329,0.65652,1.178,0.82864,1.21148,0.000517768,0.000517768,0.000517768
35,3381.04,1.18566,0.91464,1.22094,0.93018,0.94307,0.98344,0.6548,1.17306,0.84367,1.20157,0.000510155,0.000510155,0.000510155
36,3460,1.19211,0.94236,1.24558,0.9627,0.96919,0.98458,0.65174,1.17751,0.8208,1.19584,0.000502541,0.000502541,0.000502541
37,3541.49,1.15868,0.90345,1.17945,0.95696,0.94749,0.99063,0.65966,1.17002,0.82983,1.19651,0.000494928,0.000494928,0.000494928
38,3620.25,1.14048,0.83898,1.16618,0.93399,0.95917,0.99266,0.66395,1.19088,0.78216,1.21471,0.000487315,0.000487315,0.000487315
39,3699.77,1.17997,0.88571,1.22221,0.96504,0.97779,0.99456,0.66011,1.20316,0.72417,1.2309,0.000479702,0.000479702,0.000479702
40,3778.6,1.16706,0.85586,1.18701,0.97201,0.99127,0.995,0.6606,1.17288,0.69614,1.21588,0.000472089,0.000472089,0.000472089
41,3861.56,1.11362,0.83126,1.17787,0.9834,0.98691,0.995,0.63495,1.262,0.72082,1.2621,0.000464476,0.000464476,0.000464476
42,3952.27,1.15386,0.87113,1.20284,0.97427,0.9911,0.99241,0.65014,1.22604,0.72161,1.25687,0.000456863,0.000456863,0.000456863
43,4043.66,1.16144,0.87119,1.20872,0.97484,0.99206,0.99248,0.6721,1.15548,0.70675,1.22593,0.00044925,0.00044925,0.00044925
44,4140.43,1.11413,0.8334,1.16369,0.98559,0.98227,0.98955,0.67321,1.15828,0.70094,1.19464,0.000441637,0.000441637,0.000441637
45,4219.48,1.13141,0.84535,1.16749,0.97726,0.99201,0.99478,0.652,1.22883,0.7261,1.21702,0.000434024,0.000434024,0.000434024
46,4299.82,1.12529,0.80942,1.17666,0.97446,0.98289,0.995,0.65053,1.21128,0.70989,1.20287,0.000426411,0.000426411,0.000426411
47,4382.98,1.10163,0.78915,1.16895,0.97147,0.98877,0.99473,0.677,1.16441,0.68485,1.17324,0.000418797,0.000418797,0.000418797
48,4455.96,1.09671,0.78962,1.16136,0.9724,0.98713,0.99183,0.6743,1.15355,0.71635,1.17088,0.000411184,0.000411184,0.000411184
49,4526.17,1.10876,0.78312,1.16155,0.95613,0.98672,0.98882,0.66261,1.16809,0.7418,1.18455,0.000403571,0.000403571,0.000403571
50,4597.06,1.10322,0.78209,1.16239,0.98232,0.99476,0.9908,0.67229,1.14769,0.67975,1.17613,0.000395958,0.000395958,0.000395958
51,4669.42,1.11085,0.76471,1.16701,0.9804,0.98307,0.99489,0.67164,1.15661,0.65018,1.19233,0.000388345,0.000388345,0.000388345
52,4741.3,1.09807,0.77863,1.16342,0.96906,0.96018,0.99351,0.65822,1.20246,0.71468,1.22019,0.000380732,0.000380732,0.000380732
53,4812.73,1.12959,0.78047,1.18594,0.92568,0.96683,0.99279,0.66886,1.1563,0.75618,1.18969,0.000373119,0.000373119,0.000373119
54,4883.24,1.09625,0.80792,1.17768,0.93799,0.95264,0.99011,0.67352,1.13507,0.76044,1.19228,0.000365506,0.000365506,0.000365506
55,4953.06,1.06815,0.75111,1.14959,0.94645,0.9714,0.99426,0.68855,1.09751,0.70118,1.1737,0.000357893,0.000357893,0.000357893
56,5030.92,1.09358,0.77552,1.14455,0.98055,0.98327,0.99448,0.6737,1.15211,0.64579,1.18501,0.00035028,0.00035028,0.00035028
57,5101.6,1.04404,0.71967,1.12327,0.99075,0.98889,0.995,0.69511,1.09167,0.61928,1.14997,0.000342666,0.000342666,0.000342666
58,5172.06,1.07846,0.74437,1.15231,0.98425,0.99234,0.995,0.69559,1.10793,0.63656,1.15764,0.000335053,0.000335053,0.000335053
59,5249.05,1.04614,0.73018,1.12608,0.99063,0.99478,0.995,0.68847,1.12695,0.62013,1.17028,0.00032744,0.00032744,0.00032744
60,5324.03,1.0432,0.70616,1.13587,0.99126,0.99089,0.995,0.67877,1.15146,0.61657,1.17445,0.000319827,0.000319827,0.000319827
61,5401.9,1.01978,0.70653,1.12555,0.99505,0.98645,0.995,0.6999,1.05641,0.58791,1.1311,0.000312214,0.000312214,0.000312214
62,5488.65,1.0514,0.7099,1.12842,0.98557,0.99519,0.995,0.70041,1.06143,0.59099,1.14604,0.000304601,0.000304601,0.000304601
63,5569.93,1.02318,0.68437,1.13261,0.98518,0.99536,0.995,0.70382,1.05384,0.58027,1.14265,0.000296988,0.000296988,0.000296988
64,5642.17,1.01195,0.6796,1.1145,0.98435,0.99487,0.995,0.69554,1.0844,0.58898,1.14413,0.000289375,0.000289375,0.000289375
65,5716.65,1.0136,0.68552,1.12,0.99083,0.99291,0.995,0.70428,1.06805,0.58841,1.14087,0.000281762,0.000281762,0.000281762
66,5792.33,0.98441,0.65833,1.09988,0.98938,0.98006,0.99448,0.70799,1.03877,0.60688,1.12893,0.000274148,0.000274148,0.000274148
67,5862.6,1.00732,0.68527,1.11816,0.99072,0.96777,0.99396,0.70819,1.01772,0.60715,1.12518,0.000266535,0.000266535,0.000266535
68,5933.05,0.98224,0.65602,1.10778,0.97519,0.98105,0.99448,0.71127,1.03062,0.61135,1.13394,0.000258922,0.000258922,0.000258922
69,6003.43,0.97713,0.66429,1.09516,0.99062,0.97736,0.99448,0.70156,1.06614,0.61382,1.14605,0.000251309,0.000251309,0.000251309
70,6077.08,0.98782,0.67046,1.10521,0.99321,0.97825,0.995,0.68942,1.1208,0.62195,1.16117,0.000243696,0.000243696,0.000243696
71,6148.1,0.97107,0.67713,1.10323,0.99268,0.97799,0.995,0.69458,1.09761,0.60185,1.15291,0.000236083,0.000236083,0.000236083
72,6218.53,0.97108,0.6643,1.09116,0.99378,0.98211,0.995,0.71623,1.03828,0.57928,1.1327,0.00022847,0.00022847,0.00022847
73,6290.97,0.97305,0.67076,1.11012,0.98535,0.97521,0.99448,0.71043,1.05062,0.58648,1.13958,0.000220857,0.000220857,0.000220857
74,6364.11,0.96656,0.69613,1.09953,0.98443,0.97796,0.99448,0.70303,1.05237,0.57619,1.13394,0.000213244,0.000213244,0.000213244
75,6438.89,0.94699,0.64956,1.07798,0.9902,0.99206,0.99448,0.71279,1.02928,0.55942,1.11999,0.000205631,0.000205631,0.000205631
76,6513.43,0.94248,0.65169,1.08291,0.98929,0.98633,0.99448,0.70757,1.04098,0.56295,1.13199,0.000198018,0.000198018,0.000198018
77,6584.95,0.93703,0.64337,1.0774,0.98419,1,0.995,0.71376,1.01654,0.55692,1.11609,0.000190404,0.000190404,0.000190404
78,6659.33,0.94916,0.67323,1.10278,0.98805,0.99549,0.995,0.71959,1.00384,0.5604,1.10758,0.000182791,0.000182791,0.000182791
79,6732.55,0.93278,0.65178,1.08379,0.99039,0.99408,0.995,0.70079,1.0588,0.57635,1.13189,0.000175178,0.000175178,0.000175178
80,6810.09,0.92963,0.65777,1.08631,0.9952,0.98702,0.995,0.71362,1.01446,0.56343,1.12102,0.000167565,0.000167565,0.000167565
81,6890.88,0.94689,0.66424,1.09471,0.99112,0.99375,0.995,0.72308,1.00014,0.54287,1.11945,0.000159952,0.000159952,0.000159952
82,6962.73,0.91956,0.63537,1.07309,0.98893,0.99526,0.995,0.72752,0.98682,0.53273,1.1088,0.000152339,0.000152339,0.000152339
83,7037.16,0.91535,0.62872,1.0771,0.98963,0.995,0.995,0.73024,0.96615,0.52876,1.09542,0.000144726,0.000144726,0.000144726
84,7108.21,0.94658,0.66055,1.11144,0.99126,0.99363,0.995,0.72812,0.97889,0.53839,1.09649,0.000137113,0.000137113,0.000137113
85,7181.19,0.89763,0.62979,1.0795,0.98895,0.99449,0.995,0.73382,0.98056,0.54311,1.09768,0.0001295,0.0001295,0.0001295
86,7252.16,0.89602,0.62357,1.06408,0.97723,1,0.995,0.73699,0.96373,0.54665,1.09388,0.000121887,0.000121887,0.000121887
87,7325.4,0.89128,0.6164,1.06155,0.99476,0.98026,0.995,0.73903,0.95814,0.55077,1.09505,0.000114273,0.000114273,0.000114273
88,7395.82,0.90853,0.63119,1.07901,0.99314,0.98107,0.99448,0.7331,0.97069,0.55004,1.10168,0.00010666,0.00010666,0.00010666
89,7466.79,0.90773,0.63555,1.07211,0.99204,0.98092,0.99448,0.73585,0.9795,0.54619,1.1034,9.90472e-05,9.90472e-05,9.90472e-05
90,7541.99,0.88062,0.6111,1.06072,0.99436,0.97983,0.99448,0.73723,0.97569,0.53984,1.10486,9.14341e-05,9.14341e-05,9.14341e-05
91,7617.21,0.83992,0.64035,1.08961,0.9819,0.99206,0.99448,0.74145,0.97515,0.54382,1.10271,8.3821e-05,8.3821e-05,8.3821e-05
92,7686.42,0.85491,0.61979,1.07395,0.98704,0.98888,0.995,0.73729,0.97697,0.56126,1.0937,7.62079e-05,7.62079e-05,7.62079e-05
93,7755.05,0.80875,0.57885,1.0454,0.98698,0.98402,0.995,0.73596,0.97559,0.5757,1.09157,6.85948e-05,6.85948e-05,6.85948e-05
94,7823.46,0.84984,0.60366,1.07496,0.99086,0.97694,0.99448,0.74346,0.95576,0.57593,1.08518,6.09817e-05,6.09817e-05,6.09817e-05
95,7893.51,0.82712,0.57971,1.04302,0.9792,0.99206,0.99448,0.74633,0.94232,0.56429,1.08228,5.33686e-05,5.33686e-05,5.33686e-05
96,7962.05,0.82905,0.58729,1.07776,0.98508,0.98988,0.99489,0.75039,0.9381,0.55801,1.08145,4.57555e-05,4.57555e-05,4.57555e-05
97,8030.62,0.80512,0.57343,1.05967,0.98809,0.98852,0.995,0.74592,0.93579,0.5545,1.08134,3.81424e-05,3.81424e-05,3.81424e-05
98,8099.9,0.79446,0.56116,1.04188,0.98727,0.98844,0.995,0.74663,0.93384,0.55641,1.08039,3.05293e-05,3.05293e-05,3.05293e-05
99,8168.64,0.79819,0.54132,1.03817,0.98705,0.98836,0.995,0.74646,0.93573,0.55406,1.08063,2.29162e-05,2.29162e-05,2.29162e-05
100,8237.05,0.78761,0.5475,1.01844,0.9909,0.97937,0.99448,0.74813,0.93528,0.55523,1.07915,1.53031e-05,1.53031e-05,1.53031e-05
