epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,2270.49,1.09852,0.83632,1.17385,0.98613,0.9821,0.99396,0.59699,1.51257,0.73293,1.37509,0.000357893,0.000357893,0.000357893
83,2292.33,1.0939,0.83103,1.1642,0.98683,0.98853,0.99448,0.55242,1.60573,0.75078,1.43731,0.000352817,0.000352817,0.000352817
84,2314.44,1.13312,0.8146,1.16526,0.97761,0.99211,0.99344,0.55945,1.57837,0.73603,1.41556,0.000347742,0.000347742,0.000347742
85,2336.39,1.09439,0.81146,1.18012,0.97986,0.97593,0.99104,0.5859,1.50667,0.73023,1.36262,0.000342666,0.000342666,0.000342666
86,2358.35,1.05463,0.79209,1.14806,0.96423,0.95891,0.98631,0.59982,1.47421,0.74964,1.34415,0.000337591,0.000337591,0.000337591
87,2380.27,1.10594,0.84372,1.19153,0.96423,0.95891,0.98631,0.59982,1.47421,0.74964,1.34415,0.000332516,0.000332516,0.000332516
88,2402.04,1.07126,0.80927,1.15692,0.94839,0.96259,0.98309,0.59252,1.47838,0.77124,1.35687,0.00032744,0.00032744,0.00032744
89,2423.89,1.08518,0.83255,1.18805,0.92074,0.97311,0.97988,0.58515,1.5032,0.79452,1.3812,0.000322365,0.000322365,0.000322365
90,2452.66,1.06243,0.77119,1.14858,0.91552,0.96723,0.98066,0.60024,1.45935,0.7806,1.34045,0.000317289,0.000317289,0.000317289
91,2480.79,1.12617,0.81768,1.18142,0.91552,0.96723,0.98066,0.60024,1.45935,0.7806,1.34045,0.000312214,0.000312214,0.000312214
92,2508.52,1.10218,0.80171,1.18023,0.93213,0.94915,0.98079,0.61725,1.41845,0.76297,1.30002,0.000307139,0.000307139,0.000307139
93,2535.77,1.0606,0.76543,1.14542,0.90717,0.97261,0.98079,0.61928,1.4098,0.7702,1.28986,0.000302063,0.000302063,0.000302063
94,2563.07,1.05108,0.78146,1.14881,0.90927,0.96982,0.98272,0.61822,1.42395,0.76828,1.30019,0.000296988,0.000296988,0.000296988
95,2590.4,1.05068,0.76277,1.14084,0.90927,0.96982,0.98272,0.61822,1.42395,0.76828,1.30019,0.000291912,0.000291912,0.000291912
96,2617.76,1.02368,0.73511,1.13274,0.90198,0.97641,0.98273,0.60571,1.45537,0.76331,1.31594,0.000286837,0.000286837,0.000286837
97,2644.95,1.0214,0.73559,1.12722,0.94643,0.94717,0.98536,0.59299,1.49182,0.75602,1.33109,0.000281762,0.000281762,0.000281762
98,2672.19,1.05486,0.77662,1.16059,0.96367,0.95977,0.98743,0.60876,1.45271,0.73467,1.31367,0.000276686,0.000276686,0.000276686
99,2698.95,1.08483,0.80541,1.15838,0.96213,0.96662,0.98932,0.62493,1.3958,0.71327,1.27464,0.000271611,0.000271611,0.000271611
100,2726.42,1.03567,0.7627,1.1442,0.96213,0.96662,0.98932,0.62493,1.3958,0.71327,1.27464,0.000266535,0.000266535,0.000266535
101,2753.13,1.05071,0.77998,1.13334,0.97383,0.95577,0.99236,0.62297,1.39388,0.71152,1.27258,0.00026146,0.00026146,0.00026146
102,2782.07,0.99349,0.77085,1.14603,0.9711,0.94324,0.99293,0.61877,1.40202,0.71436,1.27457,0.000256385,0.000256385,0.000256385
103,2808.7,1.04929,0.77303,1.16125,0.93725,0.9815,0.99344,0.6137,1.40741,0.71491,1.28428,0.000251309,0.000251309,0.000251309
104,2835.63,1.09156,0.77809,1.17399,0.93725,0.9815,0.99344,0.6137,1.40741,0.71491,1.28428,0.000246234,0.000246234,0.000246234
105,2862.41,1.05331,0.80237,1.1733,0.9528,0.99177,0.995,0.60947,1.42349,0.70703,1.29555,0.000241158,0.000241158,0.000241158
106,2888.87,1.01465,0.74316,1.14109,0.96458,0.9878,0.995,0.60654,1.46194,0.70689,1.31513,0.000236083,0.000236083,0.000236083
107,2915.25,1.0221,0.77844,1.12523,0.96598,0.9844,0.99448,0.58234,1.52525,0.71653,1.36523,0.000231008,0.000231008,0.000231008
108,2942.15,0.99143,0.75086,1.10631,0.96598,0.9844,0.99448,0.58234,1.52525,0.71653,1.36523,0.000225932,0.000225932,0.000225932
109,2969.26,1.0256,0.74625,1.12516,0.96854,0.98858,0.99396,0.56937,1.56018,0.72969,1.39554,0.000220857,0.000220857,0.000220857
110,2995.33,1.00868,0.74897,1.15562,0.94814,0.99252,0.99196,0.57308,1.51332,0.72771,1.36635,0.000215781,0.000215781,0.000215781
111,3022.56,1.04558,0.73601,1.13834,0.96089,0.96538,0.98806,0.57964,1.49803,0.72771,1.35835,0.000210706,0.000210706,0.000210706
112,3048.97,1.01852,0.76364,1.13582,0.92379,0.99097,0.98309,0.58908,1.47781,0.7175,1.34155,0.000205631,0.000205631,0.000205631
113,3075.93,0.98244,0.71243,1.10748,0.92379,0.99097,0.98309,0.58908,1.47781,0.7175,1.34155,0.000200555,0.000200555,0.000200555
114,3102.83,1.00164,0.72989,1.10656,0.92438,0.99019,0.98199,0.60342,1.43779,0.70918,1.30941,0.00019548,0.00019548,0.00019548
115,3129.78,0.99329,0.72695,1.11875,0.92554,0.98961,0.98249,0.62132,1.40645,0.70277,1.29065,0.000190404,0.000190404,0.000190404
116,3156.09,1.00422,0.76287,1.14775,0.94335,0.98663,0.98342,0.62679,1.40987,0.69752,1.29336,0.000185329,0.000185329,0.000185329
117,3183.05,0.97999,0.71617,1.11885,0.94335,0.98663,0.98342,0.62679,1.40987,0.69752,1.29336,0.000180254,0.000180254,0.000180254
118,3210.13,0.96249,0.70385,1.09628,0.95443,0.97737,0.98966,0.61271,1.44687,0.69779,1.31798,0.000175178,0.000175178,0.000175178
119,3237.21,0.98882,0.7153,1.0983,0.97404,0.98208,0.99181,0.60426,1.48814,0.69953,1.33682,0.000170103,0.000170103,0.000170103
120,3264.16,1.00612,0.71064,1.10676,0.97365,0.98475,0.99241,0.59791,1.50744,0.69628,1.34733,0.000165027,0.000165027,0.000165027
121,3291.13,1.00532,0.71809,1.10015,0.97365,0.98475,0.99241,0.59791,1.50744,0.69628,1.34733,0.000159952,0.000159952,0.000159952
122,3318.22,0.98856,0.68146,1.09395,0.96721,0.98666,0.99241,0.60891,1.46754,0.68497,1.32385,0.000154877,0.000154877,0.000154877
123,3345.25,0.96068,0.71288,1.10383,0.99156,0.95948,0.99293,0.62372,1.41642,0.67141,1.29622,0.000149801,0.000149801,0.000149801
124,3372.41,1.01465,0.81307,1.14918,0.99082,0.95835,0.99293,0.6268,1.40866,0.66658,1.29364,0.000144726,0.000144726,0.000144726
125,3399.57,0.9939,0.74653,1.11721,0.94946,0.99474,0.99293,0.62013,1.42275,0.67279,1.30023,0.00013965,0.00013965,0.00013965
126,3426.86,0.99122,0.72779,1.14738,0.94946,0.99474,0.99293,0.62013,1.42275,0.67279,1.30023,0.000134575,0.000134575,0.000134575
127,3453.77,0.98562,0.70111,1.11485,0.95262,0.99551,0.99293,0.61331,1.4516,0.68028,1.31279,0.0001295,0.0001295,0.0001295
128,3480.64,0.95595,0.69014,1.08337,0.98838,0.97619,0.99344,0.60368,1.47344,0.68159,1.33015,0.000124424,0.000124424,0.000124424
129,3507.62,1.0045,0.73551,1.10626,0.98879,0.98143,0.99347,0.59878,1.48576,0.68629,1.3449,0.000119349,0.000119349,0.000119349
130,3534.29,0.94323,0.69944,1.11797,0.98879,0.98143,0.99347,0.59878,1.48576,0.68629,1.3449,0.000114273,0.000114273,0.000114273
131,3561.16,0.98072,0.72065,1.11455,0.97669,0.9846,0.99292,0.59962,1.47893,0.68711,1.34193,0.000109198,0.000109198,0.000109198
132,3589.83,0.93648,0.71,1.10287,0.97741,0.98523,0.99292,0.59942,1.4724,0.68248,1.33948,0.000104123,0.000104123,0.000104123
133,3618.51,0.96598,0.69306,1.09335,0.97976,0.9819,0.99246,0.60036,1.45344,0.67704,1.32569,9.90472e-05,9.90472e-05,9.90472e-05
134,3645.52,1.02231,0.74603,1.12359,0.97976,0.9819,0.99246,0.60036,1.45344,0.67704,1.32569,9.39718e-05,9.39718e-05,9.39718e-05
135,3672.46,0.96335,0.7315,1.10646,0.97831,0.98156,0.99246,0.61111,1.42584,0.66734,1.30725,8.88964e-05,8.88964e-05,8.88964e-05
136,3699.64,0.91848,0.6598,1.06512,0.97912,0.98106,0.99246,0.61753,1.41045,0.66431,1.29479,8.3821e-05,8.3821e-05,8.3821e-05
137,3726.52,0.96915,0.70084,1.11982,0.97899,0.978,0.99246,0.6174,1.40161,0.65916,1.28955,7.87456e-05,7.87456e-05,7.87456e-05
138,3753.53,0.95839,0.68494,1.0848,0.97776,0.98532,0.99344,0.61902,1.40468,0.66151,1.28847,7.36702e-05,7.36702e-05,7.36702e-05
139,3780.44,0.95155,0.69202,1.07731,0.97776,0.98532,0.99344,0.61902,1.40468,0.66151,1.28847,6.85948e-05,6.85948e-05,6.85948e-05
140,3807.4,0.93506,0.68447,1.09793,0.97565,0.98997,0.99344,0.61592,1.40985,0.65966,1.2935,6.35194e-05,6.35194e-05,6.35194e-05
141,3834.5,0.89394,0.64779,1.08574,0.97769,0.988,0.99344,0.61821,1.41849,0.6596,1.30141,5.8444e-05,5.8444e-05,5.8444e-05
142,3861.09,0.92325,0.6613,1.07091,0.97147,0.99165,0.99396,0.61246,1.42888,0.66634,1.31441,5.33686e-05,5.33686e-05,5.33686e-05
143,3887.59,0.86103,0.63299,1.07382,0.97147,0.99165,0.99396,0.61246,1.42888,0.66634,1.31441,4.82932e-05,4.82932e-05,4.82932e-05
144,3914.51,0.92851,0.70162,1.1155,0.97721,0.98671,0.99347,0.60782,1.4472,0.67701,1.32877,4.32178e-05,4.32178e-05,4.32178e-05
145,3940.93,0.89736,0.66031,1.08965,0.9753,0.98528,0.99236,0.60429,1.46204,0.68574,1.34157,3.81424e-05,3.81424e-05,3.81424e-05
146,3967.38,0.90989,0.71143,1.12016,0.97366,0.98502,0.99236,0.60113,1.46422,0.69479,1.34562,3.3067e-05,3.3067e-05,3.3067e-05
147,3993.82,0.89929,0.66793,1.09186,0.97366,0.98502,0.99236,0.60113,1.46422,0.69479,1.34562,2.79916e-05,2.79916e-05,2.79916e-05
148,4020.33,0.91674,0.71284,1.10902,0.97366,0.98428,0.99181,0.60344,1.45341,0.6986,1.34003,2.29162e-05,2.29162e-05,2.29162e-05
149,4046.84,0.86348,0.62069,1.06015,0.97252,0.98457,0.99181,0.60874,1.44341,0.70027,1.33258,1.78408e-05,1.78408e-05,1.78408e-05
150,4073.26,0.86605,0.64796,1.09931,0.97477,0.98316,0.9891,0.60964,1.43708,0.69986,1.32807,1.27654e-05,1.27654e-05,1.27654e-05
