epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,1163.08,1.26154,1.50951,1.30328,0.7085,0.7999,0.80498,0.5006,1.3598,1.46035,1.33639,0.000631964,0.000631964,0.000631964
20,1222.87,1.26017,1.4285,1.26033,0.65684,0.82044,0.77761,0.47843,1.40362,1.44961,1.34947,0.000624351,0.000624351,0.000624351
21,1270.37,1.26366,1.43023,1.29965,0.61913,0.90649,0.77622,0.49998,1.31005,1.41391,1.30222,0.000616738,0.000616738,0.000616738
22,1317.98,1.24312,1.34321,1.26126,0.7066,0.84482,0.81419,0.52283,1.3323,1.45623,1.32363,0.000609125,0.000609125,0.000609125
23,1365.32,1.28133,1.37954,1.30848,0.74008,0.87318,0.83422,0.53031,1.32368,1.30229,1.30169,0.000601512,0.000601512,0.000601512
24,1412.68,1.23583,1.28529,1.25099,0.78973,0.89736,0.88788,0.56641,1.32601,1.19241,1.29986,0.000593899,0.000593899,0.000593899
25,1460.7,1.26004,1.30596,1.28243,0.74293,0.9096,0.89849,0.58337,1.28518,1.18097,1.27272,0.000586286,0.000586286,0.000586286
26,1524.07,1.2525,1.21885,1.27378,0.76475,0.87392,0.90094,0.5772,1.28945,1.17288,1.26814,0.000578672,0.000578672,0.000578672
27,1585.86,1.25935,1.18758,1.27419,0.85956,0.91453,0.96324,0.62966,1.25039,1.03543,1.22662,0.000571059,0.000571059,0.000571059
28,1646.55,1.25482,1.15809,1.28074,0.90089,0.9629,0.98435,0.63233,1.27374,0.93003,1.2384,0.000563446,0.000563446,0.000563446
29,1707.72,1.22529,1.12213,1.2569,0.89197,0.95049,0.97791,0.6263,1.26273,0.97074,1.22681,0.000555833,0.000555833,0.000555833
30,1769.93,1.19614,1.10636,1.23877,0.88757,0.92143,0.98253,0.64355,1.24002,1.00414,1.20194,0.00054822,0.00054822,0.00054822
31,1831.34,1.21114,1.08167,1.24496,0.9086,0.9781,0.99074,0.64115,1.27407,0.9348,1.22091,0.000540607,0.000540607,0.000540607
32,1892.37,1.19746,1.03729,1.2264,0.92512,0.94104,0.98804,0.62845,1.30847,0.94273,1.23831,0.000532994,0.000532994,0.000532994
33,1953.9,1.20672,1.05196,1.24044,0.89827,0.93457,0.97956,0.63096,1.27267,0.9634,1.2182,0.000525381,0.000525381,0.000525381
34,2018.37,1.20115,1.0558,1.24295,0.91252,0.94345,0.98591,0.63065,1.31115,1.02177,1.23023,0.000517768,0.000517768,0.000517768
35,2083.94,1.2008,1.00578,1.19817,0.92635,0.96441,0.98658,0.61805,1.3781,0.9974,1.25701,0.000510155,0.000510155,0.000510155
36,2149.7,1.22303,0.99904,1.2519,0.97577,0.95662,0.99354,0.63712,1.30922,0.83144,1.24248,0.000502541,0.000502541,0.000502541
37,2213.77,1.20565,0.9618,1.2428,0.96751,0.94898,0.99384,0.65843,1.22043,0.82055,1.20081,0.000494928,0.000494928,0.000494928
38,2279.36,1.16612,0.96714,1.20393,0.9558,0.95374,0.99302,0.65273,1.21168,0.8468,1.19247,0.000487315,0.000487315,0.000487315
39,2343.81,1.18801,0.92354,1.23122,0.95923,0.95074,0.99439,0.62928,1.26979,0.83791,1.24091,0.000479702,0.000479702,0.000479702
40,2407.9,1.17657,0.93023,1.20037,0.96385,0.97525,0.99377,0.63527,1.24613,0.81015,1.22924,0.000472089,0.000472089,0.000472089
41,2471.76,1.17617,0.95414,1.21919,0.96752,0.97315,0.99324,0.6387,1.2418,0.79163,1.22707,0.000464476,0.000464476,0.000464476
42,2537.21,1.16325,0.91136,1.19943,0.968,0.96955,0.99428,0.64936,1.22286,0.7676,1.21821,0.000456863,0.000456863,0.000456863
43,2600.34,1.13756,0.90145,1.19142,0.95021,0.98341,0.99441,0.65476,1.21557,0.74125,1.20731,0.00044925,0.00044925,0.00044925
44,2664.24,1.12761,0.88959,1.18282,0.96523,0.98202,0.99462,0.66051,1.21526,0.74019,1.20333,0.000441637,0.000441637,0.000441637
45,2728.24,1.14858,0.87391,1.20737,0.9687,0.9835,0.995,0.6605,1.22241,0.73131,1.21404,0.000434024,0.000434024,0.000434024
46,2791.86,1.16555,0.88525,1.20758,0.96783,0.98524,0.99456,0.65613,1.20897,0.73036,1.22291,0.000426411,0.000426411,0.000426411
47,2854.76,1.14222,0.87572,1.18599,0.97292,0.96649,0.99438,0.6556,1.23148,0.75069,1.24426,0.000418797,0.000418797,0.000418797
48,2918.59,1.09341,0.84312,1.18378,0.98341,0.98885,0.99468,0.66275,1.22526,0.74084,1.21635,0.000411184,0.000411184,0.000411184
49,2981.58,1.09293,0.85098,1.15879,0.98197,0.9903,0.99489,0.66283,1.22576,0.7415,1.2056,0.000403571,0.000403571,0.000403571
50,3045.71,1.13781,0.84798,1.199,0.9756,0.98253,0.99489,0.65603,1.24936,0.75739,1.21816,0.000395958,0.000395958,0.000395958
51,3108.45,1.10194,0.85263,1.18027,0.96534,0.97578,0.99424,0.60792,1.39042,0.83283,1.27879,0.000388345,0.000388345,0.000388345
52,3173.44,1.07886,0.81063,1.14451,0.97236,0.97747,0.99216,0.65736,1.23546,0.76062,1.23175,0.000380732,0.000380732,0.000380732
53,3241.12,1.113,0.81725,1.19159,0.96306,0.98421,0.99151,0.65526,1.23479,0.7534,1.23509,0.000373119,0.000373119,0.000373119
54,3309.3,1.11891,0.79474,1.15646,0.97278,0.98941,0.99079,0.66254,1.20255,0.73753,1.21059,0.000365506,0.000365506,0.000365506
55,3375.05,1.08984,0.80144,1.17055,0.97554,0.99532,0.99339,0.6663,1.20425,0.71331,1.19872,0.000357893,0.000357893,0.000357893
56,3441.02,1.10434,0.80323,1.18311,0.96617,0.99399,0.99344,0.67133,1.1993,0.70092,1.1939,0.00035028,0.00035028,0.00035028
57,3504.96,1.05049,0.76407,1.15763,0.95692,0.99315,0.99361,0.66692,1.2146,0.68261,1.21701,0.000342666,0.000342666,0.000342666
58,3568.95,1.07613,0.76514,1.15087,0.98569,0.98169,0.98777,0.627,1.35316,0.69102,1.32696,0.000335053,0.000335053,0.000335053
59,3634.37,1.08367,0.77263,1.17927,0.98928,0.9926,0.995,0.65247,1.27868,0.66733,1.27468,0.00032744,0.00032744,0.00032744
60,3692.89,1.06382,0.78422,1.16027,0.98699,0.99978,0.995,0.67427,1.15509,0.66133,1.18665,0.000319827,0.000319827,0.000319827
61,3752.3,1.10411,0.8081,1.17834,0.97822,0.99871,0.99423,0.68833,1.13523,0.6518,1.17757,0.000312214,0.000312214,0.000312214
62,3811.43,1.0433,0.76319,1.14759,0.97602,0.99935,0.99243,0.68539,1.13371,0.6552,1.17432,0.000304601,0.000304601,0.000304601
63,3869.37,1.01813,0.77458,1.14375,0.95659,0.9834,0.99148,0.67769,1.14234,0.66918,1.17949,0.000296988,0.000296988,0.000296988
64,3929.02,1.0269,0.77001,1.138,0.97026,0.99082,0.99148,0.67429,1.17264,0.66059,1.19349,0.000289375,0.000289375,0.000289375
65,3987.77,1.06213,0.77601,1.16117,0.973,0.99063,0.99159,0.68347,1.1571,0.64463,1.18494,0.000281762,0.000281762,0.000281762
66,4046.93,1.02671,0.74476,1.13208,0.98471,0.97991,0.99312,0.68449,1.14214,0.62991,1.18349,0.000274148,0.000274148,0.000274148
67,4106.33,1.00351,0.71488,1.13098,0.98289,0.98686,0.99328,0.67862,1.15975,0.61694,1.18428,0.000266535,0.000266535,0.000266535
68,4164.62,0.9808,0.70532,1.11434,0.98291,0.9888,0.99366,0.67636,1.17367,0.61836,1.18701,0.000258922,0.000258922,0.000258922
69,4223.05,0.98225,0.71065,1.10204,0.98291,0.99641,0.99408,0.69484,1.1073,0.60593,1.15507,0.000251309,0.000251309,0.000251309
70,4282.32,1.02482,0.73348,1.1397,0.98358,0.99857,0.99354,0.70057,1.10074,0.60123,1.15571,0.000243696,0.000243696,0.000243696
71,4340.92,0.98881,0.70037,1.11845,0.98421,0.99842,0.99354,0.69159,1.09954,0.59663,1.15768,0.000236083,0.000236083,0.000236083
72,4399.49,1.00033,0.74235,1.14145,0.98443,0.99896,0.99423,0.67896,1.16763,0.62198,1.18127,0.00022847,0.00022847,0.00022847
73,4458.44,0.98623,0.71483,1.11666,0.98074,0.99719,0.99462,0.68879,1.14522,0.62419,1.16619,0.000220857,0.000220857,0.000220857
74,4516.99,0.98459,0.71306,1.13051,0.9818,0.99363,0.99435,0.70138,1.10293,0.62129,1.1476,0.000213244,0.000213244,0.000213244
75,4576.12,0.99127,0.71622,1.11158,0.9882,0.98598,0.99477,0.68071,1.15317,0.61985,1.16126,0.000205631,0.000205631,0.000205631
76,4635.19,0.96348,0.69732,1.09863,0.97954,0.99624,0.99477,0.70213,1.0944,0.59124,1.14691,0.000198018,0.000198018,0.000198018
77,4693.6,0.94855,0.68856,1.08846,0.98797,0.99094,0.99489,0.70031,1.10094,0.58451,1.15822,0.000190404,0.000190404,0.000190404
78,4754.59,0.98314,0.70786,1.12363,0.98998,0.99311,0.99489,0.69932,1.09846,0.57371,1.16167,0.000182791,0.000182791,0.000182791
79,4814.27,0.96801,0.67681,1.09117,0.99136,0.99174,0.995,0.69997,1.09064,0.57161,1.14945,0.000175178,0.000175178,0.000175178
80,4873.66,0.95912,0.68895,1.11324,0.99151,0.9908,0.995,0.70243,1.07948,0.57101,1.14088,0.000167565,0.000167565,0.000167565
81,4933.04,0.99397,0.70423,1.12794,0.98607,0.99033,0.99489,0.69754,1.08318,0.58048,1.14084,0.000159952,0.000159952,0.000159952
82,4991.73,0.92398,0.66752,1.08601,0.98287,0.99383,0.99473,0.69031,1.09911,0.58413,1.15064,0.000152339,0.000152339,0.000152339
83,5051.12,0.94777,0.67434,1.08715,0.98597,0.99376,0.99473,0.70057,1.06704,0.57475,1.13896,0.000144726,0.000144726,0.000144726
84,5110.42,0.94449,0.68727,1.09997,0.99043,0.99262,0.995,0.71207,1.04544,0.56337,1.13481,0.000137113,0.000137113,0.000137113
85,5169.56,0.92578,0.65956,1.08913,0.99069,0.98775,0.99477,0.70366,1.05875,0.56373,1.1408,0.0001295,0.0001295,0.0001295
86,5228.45,0.92217,0.66728,1.10327,0.98942,0.98879,0.99462,0.71149,1.04661,0.55878,1.13522,0.000121887,0.000121887,0.000121887
87,5286.77,0.94796,0.67567,1.10376,0.98649,0.99045,0.9945,0.71065,1.0465,0.56083,1.1358,0.000114273,0.000114273,0.000114273
88,5345.85,0.9119,0.66299,1.08295,0.98225,0.99306,0.99423,0.70834,1.05185,0.55865,1.1329,0.00010666,0.00010666,0.00010666
89,5405.64,0.90861,0.65556,1.07564,0.9808,0.99377,0.99408,0.71728,1.0394,0.55459,1.1274,9.90472e-05,9.90472e-05,9.90472e-05
90,5465.09,0.90596,0.65662,1.07123,0.98028,0.99753,0.99381,0.71767,1.02595,0.5487,1.11973,9.14341e-05,9.14341e-05,9.14341e-05
91,5523.79,0.84194,0.65116,1.06413,0.99135,0.98785,0.99339,0.71202,1.0473,0.55794,1.1254,8.3821e-05,8.3821e-05,8.3821e-05
92,5581.31,0.84882,0.63208,1.06031,0.99008,0.98811,0.99366,0.71233,1.04723,0.56358,1.129,7.62079e-05,7.62079e-05,7.62079e-05
93,5639.5,0.83969,0.62214,1.07322,0.98755,0.98922,0.99404,0.71139,1.05727,0.5761,1.13743,6.85948e-05,6.85948e-05,6.85948e-05
94,5696.85,0.86719,0.62831,1.0777,0.98267,0.99132,0.99489,0.70665,1.0673,0.58958,1.14232,6.09817e-05,6.09817e-05,6.09817e-05
95,5754.99,0.87719,0.63598,1.06134,0.98193,0.99146,0.99489,0.71108,1.0512,0.58639,1.13438,5.33686e-05,5.33686e-05,5.33686e-05
96,5812.7,0.82241,0.59452,1.03722,0.97872,0.99272,0.99489,0.72562,1.01639,0.57346,1.11911,4.57555e-05,4.57555e-05,4.57555e-05
97,5870.86,0.8214,0.60748,1.05671,0.97375,0.99307,0.99489,0.7237,1.01596,0.56705,1.11933,3.81424e-05,3.81424e-05,3.81424e-05
98,5928.6,0.83519,0.59645,1.06068,0.97363,0.99363,0.99477,0.72417,1.02018,0.56642,1.12144,3.05293e-05,3.05293e-05,3.05293e-05
99,5985.94,0.83918,0.60038,1.07203,0.97444,0.9939,0.99462,0.71867,1.02112,0.56433,1.12162,2.29162e-05,2.29162e-05,2.29162e-05
100,6044.04,0.81426,0.56839,1.0534,0.97514,0.9939,0.99462,0.72228,1.01659,0.55982,1.12048,1.53031e-05,1.53031e-05,1.53031e-05
